uwYear,gender,carType,carCat,job,age,nYears,carVal,cover,density,claimSizeMD,age_bucket,age_cluster_code,age_cluster,carVal_cluster_code,carVal_cluster,density_cluster_code,density_cluster,claimNumbMD,Expected_Frequency,Expected_Severity,Expected_Cost,risk_flag
2009,Male,C,Medium,Housewife,30,2,39710,1,284.0,345.0,"(28.0, 32.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",2.0,193 - 297 inh/km²,,0.8919666650744916,743.2200973510573,662.9275516505617,High Risk
2009,Male,A,Large,Employed,48,2,1585,1,212.0,141.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.47108346169067006,661.0573618284324,311.4131903862397,Medium Risk
2009,Male,B,Medium,Employed,52,10,10165,0,66.0,624.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.27313360944327847,536.0496463062238,146.41317473641172,Low Risk
2009,Male,C,Medium,Self-employed,18,1,22365,0,86.0,202.0,"(17.999, 20.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.46814512976424233,879.1625176471593,411.5756509077874,Medium Risk
2009,Male,A,Medium,Employed,21,0,19290,1,145.0,932.0,"(20.0, 23.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.5185459379627118,834.4011813893492,432.67534324073483,High Risk
2009,Male,E,Large,Self-employed,43,3,3745,0,136.0,53.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4179939753770981,621.9984258421391,259.99159469605286,Medium Risk
2009,Male,E,Large,Employed,48,3,17110,1,167.0,958.0,"(46.0, 54.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.48938429507476344,487.540601535025,238.59471360254435,Low Risk
2009,Male,E,Small,Self-employed,20,4,19165,0,276.0,114.0,"(17.999, 20.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.7878857397780187,1031.329952595968,812.5701626563032,Extreme Risk
2009,Male,A,Small,Unemployed,27,0,28405,0,296.0,1372.0,"(25.0, 28.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.883268970890459,1466.7297708146582,1295.516895241862,Extreme Risk
2009,Female,A,Medium,Unemployed,41,15,11330,1,84.0,288.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.28268213868459674,612.4111755011799,173.11770084502143,Low Risk
2009,Female,E,Medium,Housewife,49,0,20020,0,273.0,145.0,"(46.0, 54.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.7640839881570066,534.3052553773618,408.25409042198254,Medium Risk
2009,Male,D,Medium,Employed,41,6,32060,0,201.0,472.0,"(36.0, 41.0]",1.0,35 - 53,2.0,"€31,188 - €49,995",2.0,193 - 297 inh/km²,,0.5828290670731272,658.7860292496009,383.9596468283548,Medium Risk
2009,Female,A,Large,Self-employed,26,1,10850,0,216.0,905.0,"(25.0, 28.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.4929129308787259,971.2384722952905,478.7360019612479,High Risk
2009,Male,C,Small,Employed,21,2,8390,0,130.0,855.0,"(20.0, 23.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.5255753711276268,835.0629811759139,438.88853624647334,High Risk
2009,Male,E,Medium,Employed,44,9,5215,1,223.0,325.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.5561742029255808,544.4143467606096,302.78921537083284,Medium Risk
2009,Male,C,Large,Employed,23,1,9715,1,124.0,1204.0,"(20.0, 23.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4945336662619537,697.0107925968531,344.695302687072,Medium Risk
2009,Female,B,Large,Employed,23,6,30175,1,41.0,1344.0,"(20.0, 23.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.3502749653492686,566.1734668397728,198.3163914789767,Low Risk
2009,Female,E,Large,Employed,21,5,27970,0,284.0,53.0,"(20.0, 23.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.7969962311491636,831.572475834399,662.760129167395,High Risk
2009,Male,E,Large,Self-employed,50,10,24335,1,30.0,1451.0,"(46.0, 54.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.2517069615618775,398.60579018464745,100.33185230834886,Low Risk
2009,Male,B,Medium,Self-employed,44,10,24985,1,107.0,179.0,"(41.0, 46.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.32082632586584975,589.4431875660465,189.10889217346963,Low Risk
2009,Male,C,Medium,Housewife,73,12,2000,1,107.0,129.0,"(54.0, 75.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.26140076262930134,312.3770922106476,81.65561013178687,Low Risk
2009,Male,A,Small,Employed,30,13,18435,1,84.0,854.0,"(28.0, 32.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.34484757837166086,633.8208074291076,218.57157056349854,Low Risk
2009,Male,B,Small,Unemployed,24,7,8475,0,34.0,1657.0,"(23.0, 25.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.39811532675178973,927.0907110558059,369.0890213605312,Medium Risk
2009,Male,A,Medium,Employed,20,3,26700,0,99.0,7.0,"(17.999, 20.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.47924082133550616,898.2755971577419,430.4903349675185,High Risk
2009,Male,A,Small,Unemployed,32,13,37165,1,212.0,584.0,"(28.0, 32.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",2.0,193 - 297 inh/km²,,0.5778536827739514,968.9636005351906,559.9191850431679,High Risk
2009,Male,E,Medium,Unemployed,35,3,9595,0,38.0,254.0,"(32.0, 36.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4055205952016162,686.2441088648914,278.2861194804934,Medium Risk
2009,Male,E,Medium,Housewife,34,7,30655,0,92.0,1335.0,"(32.0, 36.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.5047060929860413,526.126521009847,265.5392608352183,Medium Risk
2009,Male,C,Small,Unemployed,36,3,20755,1,223.0,197.0,"(32.0, 36.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.6574560842882574,879.0290541761998,577.9229999342948,High Risk
2009,Male,A,Medium,Retired,49,1,10040,0,238.0,377.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.33107974957655983,1566.5531011200692,518.6540084172158,High Risk
2009,Male,B,Medium,Employed,32,3,39520,1,207.0,179.0,"(28.0, 32.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",2.0,193 - 297 inh/km²,,0.6135299886168193,767.6153904230598,470.95506174835515,High Risk
2009,Male,D,Large,Housewife,63,6,9920,0,23.0,141.0,"(54.0, 75.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.24155577175648363,338.64663292238674,81.80204876830174,Low Risk
2009,Female,C,Large,Employed,33,2,8320,1,149.0,796.0,"(32.0, 36.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4232862282302443,561.015398932238,237.47009219311286,Low Risk
2009,Female,C,Small,Housewife,35,11,5590,0,294.0,2457.0,"(32.0, 36.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.679405254570282,693.9102007362166,471.4462365801047,High Risk
2009,Male,C,Small,Housewife,26,2,28330,1,185.0,182.0,"(25.0, 28.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.6617537651963018,664.4829429075191,439.72408937777004,High Risk
2009,Female,D,Medium,Employed,23,14,6425,1,110.0,32.0,"(20.0, 23.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.378634348646332,514.0892732951105,194.65185714016033,Low Risk
2009,Male,B,Small,Housewife,21,2,9440,0,124.0,160.0,"(20.0, 23.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.5624821991832378,807.9917917446083,454.480999942512,High Risk
2009,Male,B,Large,Housewife,73,9,11000,1,184.0,165.0,"(54.0, 75.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.38607760424106935,390.16864948038955,150.63537744136235,Low Risk
2009,Female,E,Medium,Unemployed,33,5,8530,0,139.0,1494.0,"(32.0, 36.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4952249727496421,720.8482116605345,356.9820359762164,Medium Risk
2009,Male,D,Large,Self-employed,42,12,1610,0,19.0,931.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.24158792666411208,509.30039729017443,123.0408270305418,Low Risk
2009,Male,E,Small,Self-employed,39,2,3020,0,67.0,147.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.3493190699697567,586.8626486415576,205.002314623457,Low Risk
2009,Male,D,Small,Employed,40,15,11155,0,36.0,1069.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.28783328800198876,487.4039642130593,140.29108560464852,Low Risk
2009,Male,B,Large,Unemployed,59,0,16335,1,122.0,324.0,"(54.0, 75.0]",2.0,53 - 75,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.37374030602753766,619.3433422166651,231.47357025617438,Low Risk
2009,Male,B,Small,Employed,21,1,12345,0,31.0,625.0,"(20.0, 23.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4060363698111008,775.3924476174078,314.8375346095164,Medium Risk
2009,Male,D,Small,Employed,38,4,45960,0,24.0,265.0,"(36.0, 41.0]",1.0,35 - 53,2.0,"€31,188 - €49,995",0.0,14 - 97 inh/km²,,0.3578053703819092,517.5714734021047,185.18985273975053,Low Risk
2009,Male,D,Small,Employed,36,0,23780,1,27.0,516.0,"(32.0, 36.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.3466738544830435,467.43900260080557,162.04888076733067,Low Risk
2009,Male,B,Large,Housewife,26,3,9475,0,74.0,505.0,"(25.0, 28.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.45882369150561436,696.9318213038498,319.76883097836355,Medium Risk
2009,Male,A,Small,Housewife,41,6,12275,0,34.0,1834.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.3102424859418796,553.5095336749296,171.72217371984067,Low Risk
2009,Male,A,Large,Retired,75,6,12955,1,141.0,1730.0,"(54.0, 75.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.16584909996498357,814.6276643330303,135.10526493620984,Low Risk
2009,Male,E,Large,Housewife,54,12,7200,1,140.0,288.0,"(46.0, 54.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.40710509634245656,372.95069483964994,151.83012855368182,Low Risk
2009,Male,C,Small,Housewife,49,3,6840,1,28.0,1444.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.2848094670737836,385.93476232598334,109.91787398331064,Low Risk
2009,Female,D,Medium,Unemployed,40,1,11255,1,50.0,487.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.32823342607028855,513.5803316963443,168.5742318350063,Low Risk
2009,Male,E,Small,Unemployed,24,15,27930,0,297.0,1499.0,"(23.0, 25.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.8978509596582903,1127.871234428289,1012.6602702024197,Extreme Risk
2009,Male,D,Small,Unemployed,30,1,5855,0,83.0,428.0,"(28.0, 32.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4722504313486677,811.777627510681,383.36233475111715,Medium Risk
2009,Female,A,Medium,Housewife,24,2,2930,0,31.0,258.0,"(23.0, 25.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.35041771748897116,608.2508460451701,213.1418731318841,Low Risk
2009,Male,E,Medium,Housewife,51,14,3185,1,277.0,1174.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.6754671662907644,478.8307238251877,323.43443215515515,Medium Risk
2009,Male,B,Large,Self-employed,29,7,16735,0,209.0,654.0,"(28.0, 32.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.533342210277826,988.2979092413354,527.1009913277281,High Risk
2009,Male,B,Large,Housewife,33,15,40145,0,153.0,262.0,"(32.0, 36.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",1.0,97 - 193 inh/km²,,0.5231523954041256,684.8707471385046,358.2917719077219,Medium Risk
2009,Male,A,Medium,Unemployed,30,4,18000,1,249.0,195.0,"(28.0, 32.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.6760223334944416,1103.284694867885,745.8450939332906,Extreme Risk
2009,Male,B,Large,Employed,35,6,26745,1,36.0,299.0,"(32.0, 36.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.32530300598375306,551.7195873244127,179.4760402167472,Low Risk
2009,Female,A,Medium,Unemployed,18,4,15455,0,24.0,24.0,"(17.999, 20.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.3772529020122019,905.826330260209,341.72561180972707,Medium Risk
2009,Female,C,Small,Housewife,54,2,25010,0,139.0,2197.0,"(46.0, 54.0]",2.0,53 - 75,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.4050416605917404,446.4977920239592,180.85020713192998,Low Risk
2009,Male,B,Small,Housewife,31,3,15740,0,216.0,738.0,"(28.0, 32.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.6753129330191181,825.8185333638576,557.6859359074931,High Risk
2009,Male,D,Medium,Housewife,45,3,10480,1,136.0,2457.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4599971807693251,443.1242945969793,203.83592624500636,Low Risk
2009,Male,C,Small,Self-employed,28,1,16735,1,182.0,199.0,"(25.0, 28.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.5190613599463461,781.2956563618118,405.5403859113351,Medium Risk
2009,Male,C,Small,Employed,54,3,6230,1,107.0,955.0,"(46.0, 54.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.3250448176008936,458.52249396874873,149.04036041797877,Low Risk
2009,Male,D,Medium,Self-employed,36,7,38035,1,27.0,287.0,"(32.0, 36.0]",1.0,35 - 53,2.0,"€31,188 - €49,995",0.0,14 - 97 inh/km²,,0.30804356233987057,489.5443866020319,150.80099677237672,Low Risk
2009,Male,A,Small,Unemployed,20,14,18445,0,65.0,388.0,"(17.999, 20.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.41557738472856676,1023.3223328586768,425.26961882374474,Medium Risk
2009,Female,E,Large,Self-employed,34,2,19500,1,291.0,243.0,"(32.0, 36.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.6766605056669811,678.4060854261842,459.05060481203896,High Risk
2009,Female,A,Medium,Employed,27,1,15815,1,184.0,898.0,"(25.0, 28.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.47791290792272373,721.7136626196241,344.9162751901041,Medium Risk
2009,Male,B,Small,Housewife,49,13,8440,1,181.0,2418.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4421334066950031,511.196478369839,226.0170404721454,Low Risk
2009,Male,B,Small,Employed,42,0,21710,1,237.0,669.0,"(41.0, 46.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.6147380572045561,723.5604029858869,444.80011640168976,High Risk
2009,Male,E,Large,Self-employed,19,2,10110,1,38.0,2564.0,"(17.999, 20.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4092265545526515,615.3024569013364,251.79810444551526,Medium Risk
2009,Male,C,Small,Housewife,41,5,16700,1,148.0,479.0,"(36.0, 41.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.48201996062338626,512.5334554078848,247.05135599387674,Medium Risk
2009,Male,C,Small,Employed,19,0,14285,0,123.0,762.0,"(17.999, 20.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.5484783239702422,854.6571334001641,468.76091209653373,High Risk
2009,Male,E,Large,Employed,33,15,6455,0,49.0,17.0,"(32.0, 36.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.3437237404016718,530.0897870969948,182.2044443697049,Low Risk
2009,Male,C,Small,Self-employed,50,9,15555,1,38.0,1415.0,"(46.0, 54.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.23261265859105462,453.08006918162044,105.39215944695569,Low Risk
2009,Male,C,Medium,Housewife,27,1,16405,0,148.0,5.0,"(25.0, 28.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.5968104311709533,722.5847126606112,431.24609392051883,High Risk
2009,Female,D,Large,Retired,46,12,22905,1,114.0,1451.0,"(41.0, 46.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.19196209687872887,774.7611453755208,148.72477404645065,Low Risk
2009,Male,D,Large,Employed,36,11,20895,1,115.0,357.0,"(32.0, 36.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.4048001870369407,510.5666219360758,206.6774640545425,Low Risk
2009,Male,D,Medium,Self-employed,29,1,9395,0,259.0,135.0,"(28.0, 32.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.6769147217062516,933.1367653954953,631.6540138615635,High Risk
2009,Male,C,Medium,Employed,29,15,6420,0,40.0,1447.0,"(28.0, 32.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.3222432000519581,612.5587693351874,197.39289805046008,Low Risk
2009,Male,A,Large,Housewife,48,2,9965,1,107.0,265.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.36573223573638086,501.55051045832045,183.4331895246446,Low Risk
2009,Female,C,Small,Employed,24,13,20235,0,28.0,1712.0,"(23.0, 25.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.31795282669895364,566.6676204648154,180.17357172555788,Low Risk
2009,Female,C,Medium,Employed,57,14,1010,0,59.0,116.0,"(54.0, 75.0]",2.0,53 - 75,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.2114103941063118,395.2550033315307,83.56101602681049,Low Risk
2009,Male,B,Large,Housewife,48,4,2860,1,161.0,304.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4477948939547509,523.9997220246869,234.64439995636363,Low Risk
2009,Male,D,Medium,Employed,40,3,12675,1,223.0,250.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.5888648407570108,603.1436867058067,355.1701110256113,Medium Risk
2009,Female,B,Medium,Unemployed,45,4,5655,1,285.0,98.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.6339925266767873,825.7668018569901,523.5299811551231,High Risk
2009,Male,B,Medium,Self-employed,25,2,17000,1,294.0,823.0,"(23.0, 25.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.7063642885181104,1050.665796511576,742.1527978232132,Extreme Risk
2009,Male,C,Small,Unemployed,30,0,24460,0,184.0,239.0,"(28.0, 32.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.6626107430436761,1048.8468240004663,694.9771733899487,Extreme Risk
2009,Female,E,Small,Unemployed,52,1,4845,0,277.0,948.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.7120131815968298,728.8640054884396,518.9607794992331,High Risk
2009,Male,A,Large,Unemployed,20,9,20835,0,23.0,2216.0,"(17.999, 20.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.3956999171978329,979.8890861478357,387.7420302517587,Medium Risk
2009,Female,B,Medium,Employed,35,2,38725,1,180.0,867.0,"(32.0, 36.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",1.0,97 - 193 inh/km²,,0.49587884801006066,624.933827069301,309.89146624964343,Medium Risk
2009,Female,E,Small,Self-employed,59,13,21895,0,223.0,1238.0,"(54.0, 75.0]",2.0,53 - 75,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.43094259936833407,491.788129618741,211.93245491639144,Low Risk
2009,Male,D,Medium,Employed,40,3,9300,1,138.0,979.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4387349121071506,525.2037077665204,230.42520256529394,Low Risk
2009,Female,B,Small,Housewife,21,11,38035,0,203.0,1744.0,"(20.0, 23.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",2.0,193 - 297 inh/km²,,0.6176524495211364,771.5066158302202,476.52295108929786,High Risk
2009,Male,A,Medium,Employed,22,7,15785,0,129.0,668.0,"(20.0, 23.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",1.0,97 - 193 inh/km²,,0.46978144301828145,902.0993676788455,423.78954269404727,Medium Risk
2009,Male,E,Large,Unemployed,42,0,28020,0,28.0,19.0,"(41.0, 46.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.39087595160921684,628.8520588464854,245.80314692303523,Low Risk
2009,Female,A,Medium,Employed,29,0,48515,1,121.0,480.0,"(28.0, 32.0]",0.0,18 - 35,2.0,"€31,188 - €49,995",1.0,97 - 193 inh/km²,,0.4393235648219623,638.7315525633123,280.60982263638095,Medium Risk
2009,Male,D,Small,Housewife,24,10,14675,0,67.0,374.0,"(23.0, 25.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4589772353398144,575.9690394894906,264.35667738621476,Medium Risk
2009,Male,A,Medium,Housewife,40,13,7980,1,84.0,174.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.32721275096610275,504.52406971525613,165.08670878014277,Low Risk
2009,Male,D,Large,Unemployed,29,0,6605,1,66.0,187.0,"(28.0, 32.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4429115046886577,690.5552119420362,305.8548479918422,Medium Risk
2009,Male,C,Medium,Employed,21,6,16480,0,271.0,119.0,"(20.0, 23.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.7511978335035546,1029.7147492765155,773.5194887831743,Extreme Risk
2009,Male,A,Small,Self-employed,45,4,9065,1,71.0,861.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.2687451759745619,585.4608631157396,157.33978268425832,Low Risk
2009,Female,A,Large,Employed,18,3,9425,0,145.0,277.0,"(17.999, 20.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.46478245970213095,871.4331617429247,405.02684838088146,Medium Risk
2009,Male,A,Large,Housewife,43,0,9945,1,53.0,751.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.32770412764703416,493.37514948741705,161.68107296549908,Low Risk
2009,Male,D,Small,Employed,43,2,12875,1,285.0,2029.0,"(41.0, 46.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.7222484445562695,646.2596278186567,466.7600109715384,High Risk
2009,Male,C,Medium,Self-employed,36,8,16225,0,57.0,353.0,"(32.0, 36.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.31442183440923066,649.0222309660193,204.06676043270716,Low Risk
2009,Male,E,Medium,Employed,26,7,9610,0,123.0,712.0,"(25.0, 28.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.5105257486962057,678.2855027896685,346.2822141414778,Medium Risk
2009,Male,E,Medium,Unemployed,34,13,13570,0,29.0,107.0,"(32.0, 36.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.3643024736015218,651.238615197598,237.24783842131458,Low Risk
2009,Male,A,Medium,Unemployed,46,3,22255,0,38.0,133.0,"(41.0, 46.0]",1.0,35 - 53,1.0,"€15,076 - €31,188",0.0,14 - 97 inh/km²,,0.31010840830277375,751.6049215056596,233.0790058806513,Low Risk
2009,Male,D,Medium,Employed,39,5,12920,0,254.0,15.0,"(36.0, 41.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",2.0,193 - 297 inh/km²,,0.6691403778863694,739.7145560211512,494.97287754404107,High Risk
2009,Female,A,Small,Unemployed,18,4,9725,0,130.0,742.0,"(17.999, 20.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",1.0,97 - 193 inh/km²,,0.4845309182234605,1076.4266711039782,521.5620033502335,High Risk
2009,Male,B,Medium,Employed,49,2,12730,1,69.0,132.0,"(46.0, 54.0]",1.0,35 - 53,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.30250703998054135,500.01712722603463,151.2587010967215,Low Risk
2009,Male,B,Small,Employed,24,2,7670,0,78.0,1531.0,"(23.0, 25.0]",0.0,18 - 35,0.0,"€1,000 - €15,076",0.0,14 - 97 inh/km²,,0.4321831902875487,802.7127594416631,346.9189612600196,Medium Risk
2009,Female,B,Medium,Self-employed,33,1,19110,0,223.0,2315.0,"(32.0, 36.0]",0.0,18 - 35,1.0,"€15,076 - €31,188",2.0,193 - 297 inh/km²,,0.5182855820181617,871.1290325430627,451.49361764449935,High Risk
